0.16296,1.1975e-18,-0,22098
0.18118,0,-0,22099
0.12912,6.9561e-05,0.00048258,22100
0.2207,2.0425e-18,-0,22101
0.15303,0.00025041,0.014093,22102
0.18443,2.934e-18,-0,22103
0.14372,1.6957e-18,-0,22104
0.2143,3.6967e-05,0.00077314,22105
0.15847,0.00039128,0.011613,22106
0.12396,4.4746e-18,-0,22107
0.31544,0,-0,22108
0.21767,0,-0,22109
0.13311,0.00018913,0.00056407,22110
0.2411,0.00016242,0.0028442,22111
0.1631,0.00053564,0.0021859,22112
0.22925,0,-0,22113
0.19187,0.0014357,0.018223,22114
0.19809,0,-0,22115
0.21115,8.4006e-05,0.0048451,22116
0.16561,0.00055903,0.0024168,22117
0.1898,9.5035e-19,-0,22118
0.18352,9.5207e-19,-0,22119
0.15941,0,-0,22120
0.17199,0.00036463,0.0026538,22121
0.20464,0,-0,22122
0.15817,0.001507,0.013115,22123
0.19696,6.5479e-18,-0,22124
0.21061,0.0007067,0.019731,22125
0.19939,8.9215e-18,-0,22126
0.27744,0.0002447,0.005313,22127
0.31919,0.00068732,0.0089953,22128
0.21186,0,-0,22129
0.20646,0,-0,22130
0.17658,0.0031705,0.026384,22131
0.15484,5.1674e-05,0.00021195,22132
0.1545,4.2773e-19,-0,22133
0.18342,2.2148e-18,-0,22134
0.095634,0,-0,22135
0.19746,1.3626e-19,-0,22136
0.21415,3.7945e-18,-0,22137
0.10984,0.0003418,0.003994,22138
0.18774,2.356e-18,-0,22139
0.16434,0.0002643,0.00081554,22140
0.12442,0.00010878,0.0017807,22141
0.16094,2.8249e-18,-0,22142
0.15408,0.017134,0.049026,22143
0.28659,0.0010412,0.0067889,22144
0.13941,0.00040824,0.001063,22145
0.16789,0,-0,22146
0.20944,0,-0,22147
0.19328,1.8226e-18,-0,22148
0.12626,4.3159e-06,0.00029405,22149
0.1578,3.4372e-18,-0,22150
0.20512,1.1398e-18,-0,22151
0.18229,3.5426e-18,-0,22152
0.1856,0,-0,22153
0.14522,3.0723e-18,-0,22154
0.16831,0.00095025,0.0061837,22155
0.17137,0.012334,0.069415,22156
0.24852,0,-0,22157
0.23259,3.5851e-19,-0,22158
0.15899,0,-0,22159
0.15128,7.2563e-19,-0,22160
0.21648,0,-0,22161
0.23065,0.00040051,0.0073859,22162
0.12957,0.00010132,0.00069146,22163
0.21609,4.2731e-19,-0,22164
0.18154,0,-0,22165
0.19283,0,-0,22166
0.20363,0,-0,22167
0.13999,0.0016836,0.0042352,22168
0.18809,1.5107e-18,-0,22169
0.15094,0.00010638,0.0013669,22170
0.11598,1.7787e-18,-0,22171
0.21074,0.00078862,0.012964,22172
0.29908,9.8347e-20,-0,22173
0.24606,0.0020677,0.022584,22174
0.12261,2.1148e-18,-0,22175
0.19989,2.8233e-18,-0,22176
0.17747,4.6139e-05,0.0035802,22177
0.086815,7.803e-20,-0,22178
0.1944,0,-0,22179
0.14437,4.6738e-19,-0,22180
0.24732,0.00011581,0.0013947,22181
0.2643,0,-0,22182
0.30733,2.3176e-06,6.7857e-05,22183
0.26449,3.5862e-05,0.00075603,22184
0.19969,0.00067947,0.014571,22185
0.16219,0.00039103,0.0015424,22186
0.1702,0,-0,22187
0.14574,0.0029909,0.0076102,22188
0.13635,7.2079e-06,0.00012501,22189
0.15605,7.7931e-18,-0,22190
0.10216,0,-0,22191
0.30403,0.00044616,0.0060435,22192
0.20993,4.8799e-18,-0,22193
0.24709,1.5809e-18,-0,22194
0.21524,1.4161e-17,-0,22195
0.10561,0,-0,22196
0.12661,0.00013409,0.0018977,22197
0.1029,1.9939e-18,-0,22198
0.28405,0.000618,0.0072219,22199
0.21794,0.00015211,0.0061031,22200
0.16752,1.5585e-05,0.0002054,22201
0.18931,0.00056967,0.0071437,22202
0.17303,0,-0,22203
0.16541,8.1397e-19,-0,22204
0.21688,0,-0,22205
0.15942,0.00047011,0.0049466,22206
0.29198,0,-0,22207
0.26637,1.0772e-18,-0,22208
0.18494,0,-0,22209
0.13344,0.00070769,0.0020558,22210
0.12961,0.00037961,0.0013179,22211
0.2106,1.5674e-18,-0,22212
0.15924,0.00015448,0.00058835,22213
0.15366,0.0018169,0.024826,22214
0.23376,0,-0,22215
